manifest_label,manifest_sysnum,sequence_id,sequence_label,canvas_id,canvas_label,id,type,motivation,resource_id,resource_type,resource_format,resource_width,resource_height,canvas_width,canvas_height
"בית מדרש לרבנים ירושלים תובב""א שנת אעת""ר. -תלמידים ומורים בבית המדרש לרבנים של חברת העזרה בירושלים",002725176,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL002725176/sequence/IE19145864,"בית מדרש לרבנים ירושלים תובב""א שנת אעת""ר.",http://iiif.nli.org.il/IIIFv21/FL19169012,002725176-V,FL19169012,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL19169012/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,636,800,636
"חברי מערכת ""האחדות"". -[Members of HaAchdut editorial board, Jerusalem.] [picture]",003570928,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003570928/sequence/IE19144662,"חברי מערכת ""האחדות"".",http://iiif.nli.org.il/IIIFv21/FL19166468,003570928-R,FL19166468,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL19166468/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,533,800,533
"חברי מערכת ""האחדות"". -[Members of HaAchdut editorial board, Jerusalem.] [picture]",003570928,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003570928/sequence/IE19144662,"חברי מערכת ""האחדות"".",http://iiif.nli.org.il/IIIFv21/FL19166479,003570928-V,FL19166479,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL19166479/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,525,800,525
חג ברחוב הרצל בתל אביב. -Herzlstrasse in Tel Awiw (Jaffa): während eines Festes. [picture] -[A Holiday in Herzl Street in Tel Aviv],003696182,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003696182/sequence/IE16093780,חג ברחוב הרצל בתל אביב.,http://iiif.nli.org.il/IIIFv21/FL16158009,3696182-10_r,FL16158009,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16158009/full/max/0/default.jpg,dctypes:Image,image/jpeg;,517,800,517,800
חג ברחוב הרצל בתל אביב. -Herzlstrasse in Tel Awiw (Jaffa): während eines Festes. [picture] -[A Holiday in Herzl Street in Tel Aviv],003696182,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003696182/sequence/IE16093780,חג ברחוב הרצל בתל אביב.,http://iiif.nli.org.il/IIIFv21/FL16158010,3696182-10_v,FL16158010,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16158010/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,515,800,515
אורות שלמה. -Salomon's Ställe. [picture],003695254,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003695254/sequence/IE16093384,אורות שלמה.,http://iiif.nli.org.il/IIIFv21/FL16157699,3695254-10_r,FL16157699,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16157699/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,511,800,511
אורות שלמה. -Salomon's Ställe. [picture],003695254,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003695254/sequence/IE16093384,אורות שלמה.,http://iiif.nli.org.il/IIIFv21/FL16157696,3695254-10_v,FL16157696,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16157696/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,509,800,509
"בית אליעזר בן יהודה בשכונת תלפיות, ירושלים.",003670492,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003670492/sequence/IE19145108,בית אליעזר בן יהודה בשכונת תלפיות  ירושלים.,http://iiif.nli.org.il/IIIFv21/FL19166445,003670492-R,FL19166445,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL19166445/full/max/0/default.jpg,dctypes:Image,image/jpeg;,538,800,538,800
"בית אליעזר בן יהודה בשכונת תלפיות, ירושלים.",003670492,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003670492/sequence/IE19145108,בית אליעזר בן יהודה בשכונת תלפיות  ירושלים.,http://iiif.nli.org.il/IIIFv21/FL19166442,003670492-V,FL19166442,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL19166442/full/max/0/default.jpg,dctypes:Image,image/jpeg;,537,800,537,800
א גרופע פיאנערקעס ביי דער פעלד-ארבייט אין פאלעסטינא. -[Group of Jewish Pioneer Workers in Migdal] [picture],003823744,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003823744/sequence/IE38045881,א גרופע פיאנערקעס ביי דער פעלד-ארבייט אין פאלעסטינא.,http://iiif.nli.org.il/IIIFv21/FL38048377,3823744-10_0001_R,FL38048377,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL38048377/full/max/0/default.jpg,dctypes:Image,image/jpeg;,4251,2967,4251,2967
א גרופע פיאנערקעס ביי דער פעלד-ארבייט אין פאלעסטינא. -[Group of Jewish Pioneer Workers in Migdal] [picture],003823744,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003823744/sequence/IE38045881,א גרופע פיאנערקעס ביי דער פעלד-ארבייט אין פאלעסטינא.,http://iiif.nli.org.il/IIIFv21/FL38048378,3823744-10_0001_V,FL38048378,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL38048378/full/max/0/default.jpg,dctypes:Image,image/jpeg;,4158,2907,4158,2907
"הנחת אבן הפנה של הטיכניקום בחיפה, אביב תרע""ב. -Die Grundsteinlegung [des Technion] in Caife im Frühjahr 1912. [picture]",003696866,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003696866/sequence/IE16615186,"הנחת אבן הפנה של הטיכניקום בחיפה  אביב תרע""ב.",http://iiif.nli.org.il/IIIFv21/FL33391476,3696866-10_R,FL33391476,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL33391476/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,514,800,514
"הנחת אבן הפנה של הטיכניקום בחיפה, אביב תרע""ב. -Die Grundsteinlegung [des Technion] in Caife im Frühjahr 1912. [picture]",003696866,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003696866/sequence/IE16615186,"הנחת אבן הפנה של הטיכניקום בחיפה  אביב תרע""ב.",http://iiif.nli.org.il/IIIFv21/FL33391475,3696866-10_V,FL33391475,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL33391475/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,514,800,514
חגיגה שנתית ברחובות: תהלוכה. -Jahresfest in Rechoboth: Prozession. [picture],003696884,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003696884/sequence/IE16093925,חגיגה שנתית ברחובות: תהלוכה.,http://iiif.nli.org.il/IIIFv21/FL16156062,3696884-10_1r,FL16156062,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16156062/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,516,800,516
חגיגה שנתית ברחובות: תהלוכה. -Jahresfest in Rechoboth: Prozession. [picture],003696884,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003696884/sequence/IE16093925,חגיגה שנתית ברחובות: תהלוכה.,http://iiif.nli.org.il/IIIFv21/FL16156061,3696884-10_1v,FL16156061,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16156061/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,517,800,517
חגיגה שנתית ברחובות: תהלוכה. -Jahresfest in Rechoboth: Prozession. [picture],003696884,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003696884/sequence/IE16093925,חגיגה שנתית ברחובות: תהלוכה.,http://iiif.nli.org.il/IIIFv21/FL16156068,3696884-10_2r,FL16156068,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16156068/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,532,800,532
חגיגה שנתית ברחובות: תהלוכה. -Jahresfest in Rechoboth: Prozession. [picture],003696884,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003696884/sequence/IE16093925,חגיגה שנתית ברחובות: תהלוכה.,http://iiif.nli.org.il/IIIFv21/FL16156064,3696884-10_2v,FL16156064,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16156064/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,534,800,534
חגיגה שנתית ברחובות: תהלוכה. -Jahresfest in Rechoboth: Prozession. [picture],003696884,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003696884/sequence/IE16093925,חגיגה שנתית ברחובות: תהלוכה.,http://iiif.nli.org.il/IIIFv21/FL16156065,3696884-10_3r,FL16156065,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16156065/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,546,800,546
חגיגה שנתית ברחובות: תהלוכה. -Jahresfest in Rechoboth: Prozession. [picture],003696884,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003696884/sequence/IE16093925,חגיגה שנתית ברחובות: תהלוכה.,http://iiif.nli.org.il/IIIFv21/FL16156063,3696884-10_3v,FL16156063,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16156063/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,545,800,545
חגיגה שנתית ברחובות: תהלוכה. -Jahresfest in Rechoboth: Prozession. [picture],003696884,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003696884/sequence/IE16093925,חגיגה שנתית ברחובות: תהלוכה.,http://iiif.nli.org.il/IIIFv21/FL16156071,3696884-10_4r,FL16156071,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16156071/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,537,800,537
חגיגה שנתית ברחובות: תהלוכה. -Jahresfest in Rechoboth: Prozession. [picture],003696884,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003696884/sequence/IE16093925,חגיגה שנתית ברחובות: תהלוכה.,http://iiif.nli.org.il/IIIFv21/FL16156066,3696884-10_4v,FL16156066,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16156066/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,541,800,541
"שדרות רוטשילד, תל אביב",003479946,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003479946/sequence/IE19145480,שדרות רוטשילד  תל אביב,http://iiif.nli.org.il/IIIFv21/FL19167584,003479946-R,FL19167584,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL19167584/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,646,800,646
"שדרות רוטשילד, תל אביב",003479946,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003479946/sequence/IE19145480,שדרות רוטשילד  תל אביב,http://iiif.nli.org.il/IIIFv21/FL19167582,003479946-V,FL19167582,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL19167582/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,640,800,640
"צפת: בית כנסת האר""י ז""ל",003680843,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003680843/sequence/IE16091052,"צפת: בית כנסת האר""י ז""ל",http://iiif.nli.org.il/IIIFv21/FL16155936,3680843-10_r,FL16155936,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16155936/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,521,800,521
"צפת: בית כנסת האר""י ז""ל",003680843,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003680843/sequence/IE16091052,"צפת: בית כנסת האר""י ז""ל",http://iiif.nli.org.il/IIIFv21/FL16155935,3680843-10_v,FL16155935,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16155935/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,519,800,519
"שמריה לוין, אהרן אהרנסון ויוסף לוריה לפני מלון הרדג, יפו.",003567131,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003567131/sequence/IE19144060,שמריה לוין  אהרן אהרנסון ויוסף לוריה לפני מלון הרדג  יפו.,http://iiif.nli.org.il/IIIFv21/FL19166545,003567131-R,FL19166545,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL19166545/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,562,800,562
"שמריה לוין, אהרן אהרנסון ויוסף לוריה לפני מלון הרדג, יפו.",003567131,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003567131/sequence/IE19144060,שמריה לוין  אהרן אהרנסון ויוסף לוריה לפני מלון הרדג  יפו.,http://iiif.nli.org.il/IIIFv21/FL19166544,003567131-V,FL19166544,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL19166544/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,555,800,555
"Die ersten Abiturienten des hebräischen Gymnasiums - Jaffa, 1913.",003484464,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003484464/sequence/IE19145600,Die ersten Abiturienten des hebräischen Gymnasiums - Jaffa  1913.,http://iiif.nli.org.il/IIIFv21/FL19167252,003484464-R,FL19167252,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL19167252/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,598,800,598
"Die ersten Abiturienten des hebräischen Gymnasiums - Jaffa, 1913.",003484464,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003484464/sequence/IE19145600,Die ersten Abiturienten des hebräischen Gymnasiums - Jaffa  1913.,http://iiif.nli.org.il/IIIFv21/FL19167251,003484464-V,FL19167251,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL19167251/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,588,800,588
ברנר עם אחיו ואחיותיו.,003538638,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003538638/sequence/IE19145619,ברנר עם אחיו ואחיותיו.,http://iiif.nli.org.il/IIIFv21/FL19168184,003538638-R,FL19168184,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL19168184/full/max/0/default.jpg,dctypes:Image,image/jpeg;,633,800,633,800
ברנר עם אחיו ואחיותיו.,003538638,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003538638/sequence/IE19145619,ברנר עם אחיו ואחיותיו.,http://iiif.nli.org.il/IIIFv21/FL19168182,003538638-V,FL19168182,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL19168182/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,625,800,625
[גלויה - ללא כותרת],003709873,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003709873/sequence/IE16096562,[גלויה - ללא כותרת],http://iiif.nli.org.il/IIIFv21/FL16157807,3709873-10_r,FL16157807,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16157807/full/max/0/default.jpg,dctypes:Image,image/jpeg;,539,800,539,800
[גלויה - ללא כותרת],003709873,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003709873/sequence/IE16096562,[גלויה - ללא כותרת],http://iiif.nli.org.il/IIIFv21/FL16157806,3709873-10_v,FL16157806,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16157806/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,536,800,536
[גלויה - ללא כותרת],003711541,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003711541/sequence/IE16097005,[גלויה - ללא כותרת],http://iiif.nli.org.il/IIIFv21/FL16156388,3711541-10_r,FL16156388,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16156388/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,536,800,536
[גלויה - ללא כותרת],003711541,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003711541/sequence/IE16097005,[גלויה - ללא כותרת],http://iiif.nli.org.il/IIIFv21/FL16156389,3711541-10_v,FL16156389,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16156389/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,538,800,538
"ילדי רחובות נושאים במוט ענבים. -Kinder aus Rechoboth, Weintrauben tragend. [picture]",003696895,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003696895/sequence/IE16093972,ילדי רחובות נושאים במוט ענבים.,http://iiif.nli.org.il/IIIFv21/FL16156094,3696895-10_r,FL16156094,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16156094/full/max/0/default.jpg,dctypes:Image,image/jpeg;,510,800,510,800
"ילדי רחובות נושאים במוט ענבים. -Kinder aus Rechoboth, Weintrauben tragend. [picture]",003696895,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003696895/sequence/IE16093972,ילדי רחובות נושאים במוט ענבים.,http://iiif.nli.org.il/IIIFv21/FL16156093,3696895-10_v,FL16156093,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16156093/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,509,800,509
"ועידת הגרענת הראשונה לרופאים העברים בא""י. ירושלים, ד' ניסן - ו' ניסן, תרע""ד.",003481767,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003481767/sequence/IE19145528,"ועידת הגרענת הראשונה לרופאים העברים בא""י. ירושלים  ד' ניסן - ו' ניסן  תרע""ד.",http://iiif.nli.org.il/IIIFv21/FL19167979,003481767-R,FL19167979,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL19167979/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,613,800,613
"ועידת הגרענת הראשונה לרופאים העברים בא""י. ירושלים, ד' ניסן - ו' ניסן, תרע""ד.",003481767,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003481767/sequence/IE19145528,"ועידת הגרענת הראשונה לרופאים העברים בא""י. ירושלים  ד' ניסן - ו' ניסן  תרע""ד.",http://iiif.nli.org.il/IIIFv21/FL19167980,003481767-V,FL19167980,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL19167980/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,616,800,616
יודישע היטלען אין פערשידענע צייטען. -[Jewish hats in various times] [picture],003688247,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003688247/sequence/IE16092358,יודישע היטלען אין פערשידענע צייטען.,http://iiif.nli.org.il/IIIFv21/FL16157841,3688247-10_r,FL16157841,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16157841/full/max/0/default.jpg,dctypes:Image,image/jpeg;,518,800,518,800
יודישע היטלען אין פערשידענע צייטען. -[Jewish hats in various times] [picture],003688247,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003688247/sequence/IE16092358,יודישע היטלען אין פערשידענע צייטען.,http://iiif.nli.org.il/IIIFv21/FL16157842,3688247-10_v,FL16157842,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16157842/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,517,800,517
מארק אנטוקולסקי על ערש המות. -[Jewish hats in various times] [picture],003691101,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003691101/sequence/IE16092606,מארק אנטוקולסקי על ערש המות.,http://iiif.nli.org.il/IIIFv21/FL16156222,3691101-10_r,FL16156222,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16156222/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,515,800,515
מארק אנטוקולסקי על ערש המות. -[Jewish hats in various times] [picture],003691101,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003691101/sequence/IE16092606,מארק אנטוקולסקי על ערש המות.,http://iiif.nli.org.il/IIIFv21/FL16156223,3691101-10_v,FL16156223,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16156223/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,509,800,509
מסחר-מסחר. -[לאופולד פיליכובסקי: היהודי הנצחי] [תמונה],003691485,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003691485/sequence/IE16092750,מסחר-מסחר.,http://iiif.nli.org.il/IIIFv21/FL16156706,3691485-10_r,FL16156706,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16156706/full/max/0/default.jpg,dctypes:Image,image/jpeg;,528,800,528,800
מסחר-מסחר. -[לאופולד פיליכובסקי: היהודי הנצחי] [תמונה],003691485,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003691485/sequence/IE16092750,מסחר-מסחר.,http://iiif.nli.org.il/IIIFv21/FL16156707,3691485-10_v,FL16156707,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL16156707/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,517,800,517
"מטבח אחוה, יפו, תרע""ה.",003539059,http://iiif.nli.org.il/IIIFv21/NNL_ARCHIVE_AL003539059/sequence/IE19145651,"מטבח אחוה  יפו  תרע""ה.",http://iiif.nli.org.il/IIIFv21/FL19167689,003539059-R,FL19167689,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL19167689/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,529,800,529
